500 250000
414 401 60
462 47 1
252 427 19
441 171 5
304 1 38
466 316 57
480 408 61
391 460 100
291 323 31
296 35 75
187 73 76
199 73 11
13 417 94
466 443 51
108 406 4
294 209 78
201 295 77
419 185 16
425 210 20
209 379 58
228 418 50
424 206 81
287 144 68
205 223 94
391 173 11
284 144 67
193 262 24
210 142 12
378 280 73
150 176 61
420 101 87
195 136 4
396 110 99
199 143 69
335 293 19
284 214 84
295 366 30
136 374 54
211 256 14
186 211 22
323 0 53
40 131 32
398 153 81
147 302 89
315 270 35
192 161 47
376 318 53
418 413 8
397 169 83
51 428 77
255 398 4
481 89 26
0 480 67
158 235 24
374 294 74
182 389 16
199 184 25
406 18 11
26 311 45
241 449 49
473 208 94
16 13 37
449 53 30
263 200 75
400 384 52
462 455 10
98 454 22
197 233 87
139 245 35
404 52 26
277 146 50
356 300 78
495 96 65
263 474 29
172 261 52
256 361 32
186 107 100
418 370 30
176 355 82
309 27 19
280 138 34
41 136 26
148 216 21
245 436 68
387 183 3
47 285 79
415 479 75
460 139 14
91 260 34
348 146 85
440 65 85
310 263 100
302 382 6
277 26 32
238 242 81
455 479 49
361 123 55
342 119 73
47 148 56
147 115 47
252 394 6
61 65 73
8 269 60
477 15 17
165 115 46
288 184 30
346 328 20
41 382 74
440 102 46
108 194 26
171 53 65
109 247 91
14 169 48
277 310 93
486 9 6
464 295 5
309 353 19
463 184 39
474 247 76
323 486 16
417 278 49
460 354 100
52 408 21
91 405 28
21 4 40
320 427 8
329 287 39
127 49 86
0 426 92
465 7 12
275 119 8
402 36 48
426 18 79
411 18 22
390 498 48
333 281 46
94 374 64
92 174 60
395 90 63
351 153 68
219 73 100
450 388 3
4 51 53
284 35 56
481 187 10
471 231 31
392 168 44
187 292 61
434 156 31
74 170 12
331 172 74
51 254 7
101 265 88
120 356 42
325 400 13
453 143 59
263 20 65
65 369 50
321 118 28
283 343 82
81 281 99
497 319 56
292 425 51
432 315 98
69 219 40
34 191 45
476 249 94
331 181 49
441 325 82
343 87 1
55 384 35
346 393 90
370 342 98
121 317 42
29 286 34
404 349 39
459 471 4
307 378 64
431 305 63
377 425 88
191 15 6
461 469 73
297 340 71
100 182 54
33 114 97
489 350 38
40 30 8
38 217 39
126 460 68
356 16 44
397 137 40
487 1 34
79 157 11
28 412 93
425 164 40
478 214 92
70 62 63
491 111 55
174 358 2
281 95 86
40 411 46
317 351 71
315 424 44
205 368 11
261 112 21
116 425 55
260 99 100
443 33 30
416 162 2
296 115 89
473 221 58
343 100 93
138 10 20
91 54 27
382 225 33
82 322 77
439 60 90
234 346 84
204 165 63
286 343 21
448 363 85
342 328 98
54 198 3
107 465 73
323 26 82
282 12 76
495 495 48
174 11 96
312 431 28
365 68 48
252 69 13
442 344 94
28 336 98
474 478 52
474 5 19
112 176 57
177 170 20
11 432 49
127 247 24
467 102 100
454 283 32
347 114 12
222 470 14
105 3 93
377 180 6
280 308 38
232 177 79
201 290 32
183 32 45
345 208 84
397 29 69
256 281 33
444 80 25
354 416 32
433 117 33
72 333 39
152 255 98
217 413 11
481 323 35
272 399 88
390 295 21
341 255 51
434 441 45
66 148 36
244 290 79
317 420 10
372 412 72
40 347 86
308 214 56
367 133 52
112 345 72
250 404 46
279 351 10
356 248 10
40 470 7
450 35 8
187 211 35
476 272 36
353 208 42
25 15 96
454 46 83
88 102 22
448 379 91
341 291 22
370 289 75
240 409 92
0 160 79
104 389 69
312 321 80
23 126 23
491 43 69
447 342 52
462 28 73
265 143 48
280 131 64
326 409 28
45 190 97
267 45 55
390 139 19
237 495 51
388 99 36
151 224 85
396 287 66
407 316 86
299 226 20
11 495 44
482 257 52
22 256 42
260 78 59
212 414 52
231 288 56
326 453 64
56 209 40
388 437 70
280 109 57
96 301 13
374 257 44
212 90 9
192 465 20
248 244 66
453 35 69
85 179 81
78 127 57
392 396 98
291 87 21
471 490 40
289 275 69
116 390 83
287 450 32
20 446 33
24 349 27
494 377 83
432 365 48
159 99 32
75 195 77
377 73 83
472 83 26
156 489 88
81 169 54
118 270 26
180 205 43
47 309 96
423 123 26
144 19 92
409 309 88
257 458 20
58 306 19
318 442 38
344 28 43
75 436 45
109 353 76
96 54 34
351 354 27
451 360 95
318 35 71
275 201 68
134 1 23
98 344 75
31 97 8
269 368 20
309 442 68
104 421 94
9 282 29
175 289 72
108 279 53
343 368 72
81 279 85
178 471 49
467 18 99
386 332 16
451 452 21
198 277 98
332 344 82
366 406 40
401 278 93
327 417 16
188 383 87
178 195 40
113 423 52
147 24 69
413 417 21
320 483 84
463 84 71
156 8 49
424 349 15
237 489 19
217 168 37
134 397 72
25 336 67
139 155 36
232 120 21
121 49 51
408 294 57
386 56 8
449 326 72
285 79 44
308 267 18
396 379 6
294 347 98
177 223 65
79 404 89
390 482 62
68 278 84
105 469 28
90 335 29
71 141 45
209 53 32
387 128 49
138 51 81
273 418 82
129 210 97
245 369 82
160 110 12
231 407 51
378 458 53
405 277 4
81 353 17
398 119 27
58 32 17
388 488 28
54 158 100
393 305 80
362 422 45
100 104 80
196 76 15
484 414 5
176 174 65
276 211 4
28 40 8
353 330 29
390 237 100
70 421 2
462 153 82
224 163 24
39 389 20
264 446 61
128 50 95
136 157 75
327 104 83
296 123 18
466 36 94
96 414 43
299 466 65
235 371 24
156 30 95
413 211 82
145 370 18
237 298 70
277 117 16
308 245 65
446 122 92
83 390 96
423 365 18
292 486 98
59 373 10
318 494 20
356 83 26
396 475 47
115 385 16
211 461 20
28 226 78
322 498 22
28 491 12
361 395 8
209 84 23
35 453 32
456 3 32
230 307 20
281 349 76
140 211 65
103 438 78
135 170 71
302 10 57
368 419 21
178 95 1
383 484 61
323 165 23
401 184 24
38 6 87
161 458 43
370 54 10
177 334 79
11 427 61
263 186 6
430 243 54
320 144 71
20 257 94
71 94 86
177 253 9
470 283 93
82 352 84
319 292 72
21 313 64
363 6 32
354 451 72
449 60 67
204 461 20
225 153 96
303 143 46
256 230 47
416 460 49
276 475 83
188 188 45
30 198 77
307 123 40
245 50 49
383 237 13
401 29 63
477 463 7
215 129 85
19 40 99
334 317 60
201 139 54
229 496 59
456 389 25
269 254 56
394 170 67
266 329 34
66 12 72
68 45 46
295 466 38
188 207 51
496 169 55
491 126 91
362 197 75
473 304 100
350 218 34
464 325 60
362 22 62
348 320 90
281 437 87
321 477 100
200 407 14
491 340 42
284 314 5
414 394 55
80 328 45
18 209 59
285 193 36
58 322 46
372 12 76
108 143 10
422 72 41
186 88 88
358 489 83
242 39 16
162 279 40
405 204 51
80 376 61
272 53 64
123 224 52
43 146 53
305 247 47
456 297 36
361 334 82
24 489 66
271 142 86
183 449 61
326 259 33
369 356 86
8 76 67
309 317 12
94 478 6
142 26 40
430 494 93
189 271 86
201 28 8
348 479 17
483 335 42
8 354 23
64 74 96
134 223 88
461 424 84
10 74 11
205 128 11
491 294 51
240 304 43
274 317 73
388 497 57
394 438 75
70 55 89
317 314 49
43 442 46
309 345 42
32 499 73
192 151 2
66 70 56
473 155 41
332 28 38
154 237 68
456 485 69
0 456 65
281 110 95
36 467 53
245 365 69
162 235 79
371 1 76
218 192 6
33 261 52
178 304 32
337 240 41
271 196 26
205 472 82
304 220 3
33 483 54
67 433 11
497 474 9
331 135 13
116 39 76
306 363 96
23 231 81
260 70 56
466 497 23
426 110 39
280 170 94
43 255 33
72 79 69
170 332 92
266 390 91
119 102 28
245 47 74
380 83 97
253 175 10
229 86 78
34 449 52
20 148 20
354 350 29
246 281 48
488 160 35
230 478 67
322 243 28
269 478 18
417 366 99
75 95 14
35 224 85
108 373 80
359 145 47
71 290 71
15 235 49
196 88 7
437 186 27
438 6 68
398 362 16
216 25 97
442 145 29
437 193 1
449 448 29
263 315 30
196 307 93
234 204 42
457 5 84
269 487 6
154 151 94
63 212 19
241 370 17
428 365 39
499 376 85
322 36 35
38 74 46
353 488 97
152 140 65
70 246 12
417 116 36
194 316 21
196 410 88
468 151 88
227 449 83
256 386 43
303 470 98
480 202 2
205 135 20
32 173 64
424 338 41
474 473 32
277 229 73
366 391 64
244 186 13
289 293 13
254 84 5
35 486 10
125 370 42
58 455 76
4 343 94
468 179 45
412 96 99
14 200 70
0 430 76
169 298 26
56 304 34
178 53 25
288 287 75
156 68 48
331 343 6
125 188 82
454 485 88
215 22 25
42 232 84
373 188 53
340 3 40
101 94 32
45 238 60
200 196 69
476 462 19
185 121 48
485 415 40
477 340 6
489 461 85
193 292 39
279 490 47
210 491 91
38 265 64
117 495 4
399 169 96
88 197 42
410 268 50
284 332 71
141 146 88
246 214 71
438 138 57
356 448 11
272 372 82
148 365 42
344 487 81
491 261 54
9 442 51
376 295 4
485 185 1
386 437 36
179 358 11
484 179 67
254 335 26
373 399 78
397 201 52
178 478 39
351 460 57
273 492 88
292 360 57
325 203 17
449 348 52
458 432 74
183 136 22
385 362 60
163 268 13
395 150 76
193 495 6
493 499 88
176 181 12
464 259 73
219 1 14
338 55 98
355 272 47
446 75 73
228 278 95
108 474 82
139 422 3
9 327 90
86 1 63
294 336 15
330 482 81
413 12 16
474 323 65
66 410 12
70 159 71
312 35 27
235 167 2
282 140 53
360 476 6
122 190 55
340 58 19
152 102 25
258 228 69
248 302 63
472 316 10
304 364 92
451 213 76
347 264 94
124 4 6
17 288 42
361 453 23
412 167 94
313 201 76
42 206 6
311 434 78
429 20 11
483 438 67
169 110 24
49 358 90
202 458 50
306 353 87
235 387 82
73 250 26
14 431 16
212 469 98
182 151 46
303 302 100
461 51 41
300 93 7
481 164 62
238 263 26
167 56 97
370 384 52
375 114 98
75 337 85
124 452 64
383 34 72
182 54 30
407 487 37
151 400 51
384 26 91
312 467 12
437 224 28
33 158 44
43 459 26
110 336 7
413 189 58
406 362 72
422 341 59
57 384 66
272 137 58
35 465 88
426 396 38
91 335 62
394 474 99
71 271 37
284 0 17
111 205 87
50 389 64
489 88 4
334 21 6
58 492 19
236 309 65
23 230 70
305 107 91
289 305 80
252 149 72
381 233 50
3 154 27
208 132 59
116 296 37
173 67 62
476 102 4
89 458 6
181 330 99
155 331 37
181 57 69
63 49 51
23 220 83
293 218 93
425 471 43
114 364 43
206 18 2
448 2 5
445 59 56
194 405 26
24 46 92
338 176 13
127 185 8
484 0 65
2 269 44
268 136 66
335 200 24
225 412 7
80 137 4
36 35 23
242 218 52
244 101 23
434 234 93
444 52 81
111 415 32
452 133 38
0 262 2
395 196 84
433 98 23
397 285 72
21 408 3
209 389 18
196 476 21
180 85 91
23 177 46
394 163 4
288 175 27
8 90 87
443 130 76
116 371 41
394 499 46
257 412 55
357 413 81
349 276 94
205 264 69
482 52 26
468 283 87
132 216 9
230 454 8
439 270 95
228 473 9
317 115 75
213 190 62
206 249 95
280 275 29
172 199 89
293 447 14
137 498 88
268 454 62
223 160 43
390 258 38
308 382 42
367 277 81
196 194 50
426 436 52
25 383 37
307 450 49
74 238 100
414 453 99
421 243 6
78 247 93
435 334 3
375 178 55
379 281 49
471 33 66
362 462 92
405 48 1
437 421 49
59 347 35
476 144 39
40 64 58
295 480 51
198 299 94
82 483 54
165 142 58
384 273 56
215 180 56
226 484 73
312 281 17
23 318 44
68 280 60
143 426 49
125 382 66
102 286 64
109 185 41
255 416 15
197 334 56
10 40 13
437 344 90
87 41 13
347 302 7
427 254 28
295 435 84
3 393 49
56 6 63
241 180 67
260 336 40
468 499 65
132 133 97
353 268 89
123 115 34
54 139 81
151 104 95
17 210 26
428 116 34
35 278 20
331 435 33
297 213 22
354 306 13
214 496 87
409 329 94
355 371 99
179 135 20
350 306 5
355 384 80
491 358 74
419 241 34
374 221 87
264 372 49
232 423 14
154 123 8
310 355 12
41 458 83
71 34 1
331 406 75
189 409 5
475 201 3
454 493 37
378 75 53
435 213 95
50 212 3
17 48 24
141 385 68
370 343 2
316 260 54
417 330 44
115 276 85
435 256 14
439 488 45
219 293 37
161 248 53
211 79 17
414 363 68
463 402 32
363 332 22
220 232 64
419 231 74
98 329 72
444 224 53
207 195 95
107 292 78
494 329 77
134 447 15
36 89 48
90 308 27
485 369 97
253 54 31
196 434 60
293 221 75
265 299 24
294 498 19
58 51 65
190 385 88
198 196 1
88 220 47
89 227 33
192 38 40
204 74 70
35 258 19
252 194 23
480 302 7
136 194 25
173 470 99
121 365 79
437 343 96
349 462 64
299 132 99
116 294 24
151 233 57
276 295 30
408 102 37
55 435 11
298 404 75
400 466 34
13 483 28
107 433 33
430 353 30
289 258 100
342 13 3
401 484 61
271 300 18
53 319 84
200 12 45
111 318 63
397 367 4
376 326 83
372 244 57
375 246 77
78 439 96
281 166 24
184 135 88
389 111 80
359 429 51
105 434 18
357 297 9
37 386 75
456 66 85
157 57 58
330 348 69
292 73 24
492 314 85
29 364 37
76 243 16
289 365 63
270 22 25
155 401 75
243 372 73
124 159 64
243 184 98
390 54 31
453 210 16
47 443 58
24 428 12
127 312 28
244 254 3
485 297 78
79 311 67
151 278 28
482 346 2
187 206 67
54 104 78
304 123 25
58 291 37
310 376 79
208 328 85
126 327 60
338 75 36
163 146 7
249 194 79
329 264 27
154 271 82
51 67 73
189 475 93
329 416 3
15 444 60
422 485 34
453 284 71
262 360 27
396 458 68
192 86 15
55 365 69
214 195 40
222 170 90
415 87 45
104 360 41
333 347 61
106 368 45
284 225 89
223 224 68
207 166 71
482 432 91
77 305 95
372 151 67
6 453 34
304 238 21
295 496 78
174 175 93
295 484 15
459 18 47
274 13 93
371 168 79
311 182 10
49 96 49
433 311 84
391 0 3
279 167 93
186 484 61
369 59 22
173 436 26
433 276 16
95 57 59
85 450 96
75 18 40
143 54 72
402 355 48
200 91 43
79 175 30
346 396 42
42 226 52
372 229 52
350 279 29
23 267 20
310 65 44
54 344 16
40 2 54
293 280 34
460 76 75
464 183 24
230 371 51
387 337 83
65 30 88
94 70 63
118 348 4
131 84 52
168 78 90
402 214 58
486 492 58
376 30 12
440 203 36
60 138 5
261 352 28
8 240 78
362 421 88
149 40 71
110 25 80
170 416 31
204 311 35
52 421 48
473 195 95
79 207 11
200 212 6
313 245 96
376 351 97
220 46 63
417 490 77
446 168 96
311 92 40
267 235 50
113 252 9
357 474 82
8 36 46
219 179 5
303 265 60
209 347 85
343 330 27
267 426 29
71 298 9
238 211 26
458 211 81
60 443 10
365 14 45
291 120 55
221 406 24
268 62 50
324 181 66
482 271 38
365 130 35
370 268 58
292 142 91
131 439 88
446 155 75
26 371 94
271 409 77
358 458 60
80 317 39
390 130 56
208 1 49
368 23 49
415 308 88
308 311 45
242 468 22
246 289 78
339 149 76
383 396 63
165 13 39
296 298 37
4 54 35
277 256 8
446 491 94
213 275 41
270 386 34
235 152 77
58 116 28
239 136 14
117 8 8
276 67 76
248 266 77
246 383 71
472 454 62
400 286 19
379 342 15
82 367 34
263 263 22
73 356 8
177 278 68
89 123 68
263 156 12
97 227 95
189 397 5
177 142 28
58 176 58
466 424 28
341 378 63
3 138 34
492 142 79
371 490 50
52 29 44
497 21 1
319 177 48
272 61 85
245 255 34
395 449 62
247 85 63
449 284 63
166 77 28
379 33 52
213 304 52
300 326 39
331 316 38
404 245 33
418 472 65
133 222 11
77 361 52
412 439 43
71 162 73
239 12 28
400 107 15
101 9 16
80 201 97
440 285 59
47 362 88
188 497 33
135 222 39
303 253 90
468 294 62
237 367 90
55 44 53
19 339 7
347 266 91
396 70 46
347 381 35
120 233 57
4 0 23
404 293 61
36 451 37
265 451 13
397 485 18
212 192 11
338 469 20
265 240 43
417 183 87
343 404 37
340 81 24
239 77 75
21 122 94
6 116 11
434 166 75
385 441 20
77 452 18
290 219 21
49 136 96
472 92 58
295 96 60
290 275 31
490 244 47
118 239 16
476 482 45
58 264 8
311 239 8
226 381 84
390 483 94
40 306 96
28 123 91
114 86 32
23 191 35
36 428 18
274 1 92
444 338 84
4 225 61
74 170 20
294 454 37
38 289 85
271 354 38
121 305 82
209 348 86
118 157 9
11 185 52
168 70 66
324 210 44
414 296 44
165 128 61
241 486 10
284 308 6
29 176 19
120 492 14
46 238 8
27 269 44
16 93 17
317 152 35
43 184 90
469 318 9
313 55 42
462 436 19
82 437 43
214 148 37
281 334 61
230 36 57
431 413 9
221 246 20
90 251 39
83 104 38
436 289 38
295 321 47
47 16 37
75 18 42
397 159 52
111 350 81
52 32 70
495 183 83
21 89 59
309 374 37
266 200 89
98 121 69
356 400 39
317 477 95
119 386 47
143 321 29
357 293 10
210 13 64
236 80 66
335 353 67
436 399 75
121 326 52
96 14 50
346 393 7
102 459 66
277 286 36
481 78 13
108 51 73
185 24 31
468 267 37
239 240 69
89 398 93
19 450 28
256 293 40
176 426 30
190 15 35
347 75 11
280 435 11
67 92 51
54 487 38
478 169 8
73 310 97
281 386 66
273 133 37
40 448 96
37 432 15
114 437 28
123 432 47
38 79 29
88 15 11
446 108 55
86 409 12
101 310 68
74 2 17
155 228 82
279 99 77
142 480 22
233 291 72
351 157 83
51 136 51
486 106 87
340 203 15
154 96 76
486 252 6
482 349 65
1 234 79
250 187 41
339 21 37
394 340 92
308 422 62
124 363 2
300 429 23
118 338 27
297 106 17
148 202 80
186 389 28
381 347 78
408 41 50
165 269 43
148 31 85
402 258 31
332 213 48
414 293 15
66 160 43
51 288 28
453 123 20
413 230 16
252 340 54
101 236 39
147 189 42
213 4 28
293 466 20
286 171 98
441 67 18
100 275 58
442 416 80
77 154 54
70 200 49
444 374 73
240 63 36
32 74 53
148 380 92
311 345 41
92 402 84
489 0 17
239 150 72
201 499 7
373 152 80
327 291 60
166 171 15
369 186 84
347 496 86
441 432 15
357 98 35
345 222 2
414 381 25
36 182 51
170 377 41
355 345 78
166 431 74
213 454 69
270 26 21
9 203 31
460 102 6
221 129 67
282 418 94
82 77 93
178 145 12
178 444 51
12 207 56
414 432 43
180 475 73
128 314 4
428 152 35
356 492 38
262 177 29
413 10 37
297 78 18
331 430 26
325 88 8
14 176 79
146 342 56
190 44 75
431 231 55
178 130 32
165 258 93
278 304 37
488 378 99
365 487 13
16 446 40
73 496 38
96 493 69
78 208 47
2 384 86
79 65 69
282 24 7
364 331 38
412 285 10
465 370 8
250 144 17
78 109 91
257 186 80
245 116 30
482 231 58
98 39 37
236 90 85
410 45 47
7 474 15
259 442 45
186 166 72
231 327 73
412 23 97
51 5 77
181 304 4
152 75 100
193 402 76
69 88 67
371 173 13
173 166 80
19 253 19
227 347 2
480 337 61
339 267 51
482 496 74
29 0 23
363 333 100
461 415 37
4 251 82
293 94 3
123 431 60
260 426 38
77 351 92
11 356 8
39 251 4
331 268 55
16 376 97
10 170 67
343 207 91
446 13 67
342 141 38
238 114 7
154 66 46
303 341 9
49 278 25
228 66 92
238 42 74
327 428 88
348 379 97
127 255 44
180 111 55
390 473 94
310 130 63
236 167 3
329 292 15
45 38 48
305 111 77
346 308 35
25 3 40
313 277 72
146 173 67
133 148 82
306 165 50
89 174 45
75 453 81
81 32 28
389 293 44
234 362 81
84 370 89
92 154 50
158 215 1
164 299 49
171 395 50
447 352 80
138 190 14
66 113 82
43 377 82
6 484 7
370 54 3
498 357 37
1 337 85
424 136 90
66 356 80
466 165 95
38 427 14
198 198 83
124 251 4
2 113 27
32 2 76
316 206 8
340 0 97
226 122 9
396 48 22
1 285 80
446 11 21
210 373 44
420 62 35
484 451 84
179 152 72
430 426 5
328 336 94
224 283 42
468 41 43
476 374 23
363 42 82
441 398 24
184 122 94
196 367 27
99 287 71
482 154 15
405 216 28
122 156 20
250 272 80
487 294 22
163 424 76
228 149 5
312 478 44
439 296 91
293 331 30
127 277 95
332 498 73
423 79 1
297 90 71
369 283 65
326 109 95
247 63 56
499 312 50
76 395 71
270 470 71
426 187 80
97 156 41
29 406 59
246 87 16
114 138 47
415 402 5
389 172 76
401 269 39
165 165 74
414 290 46
46 458 65
418 341 35
310 296 78
447 207 55
203 48 73
274 241 4
76 28 89
74 259 13
60 326 65
38 236 62
361 338 73
172 208 86
392 157 43
336 153 52
452 139 72
286 23 87
141 15 56
475 411 7
396 109 7
76 384 11
10 352 90
370 390 25
390 421 51
256 341 15
345 331 50
231 83 56
402 130 50
344 69 30
377 1 55
138 177 8
394 105 48
154 315 97
487 259 47
326 276 100
23 391 98
435 224 21
76 133 1
250 39 87
332 434 40
411 29 1
211 248 30
329 249 94
38 380 31
296 285 88
385 144 53
352 273 75
331 27 95
449 126 100
426 24 49
317 448 24
209 376 87
294 284 45
355 292 89
462 461 44
382 457 90
346 136 93
14 36 14
371 280 28
188 451 90
10 307 88
438 327 74
121 84 31
202 82 4
466 59 75
71 217 98
248 265 66
302 231 47
494 79 58
351 227 78
40 166 98
231 467 10
22 494 76
488 391 53
85 153 50
24 49 97
322 230 28
393 32 8
369 490 56
483 144 43
273 235 82
380 100 48
235 494 44
324 442 74
37 256 84
86 187 83
181 223 38
350 135 13
465 427 47
426 191 24
114 98 2
212 234 16
387 468 53
261 404 28
22 85 37
173 180 59
489 267 77
126 418 1
112 211 71
285 410 51
191 342 22
70 251 58
100 491 36
392 305 2
11 214 77
259 134 65
410 244 21
33 405 25
161 332 86
489 168 44
378 3 15
237 153 28
178 349 34
315 111 18
236 50 10
259 335 23
144 15 23
416 138 38
400 341 20
275 71 88
356 299 50
371 165 84
20 0 13
418 467 86
428 382 83
205 442 73
494 96 97
156 255 28
32 255 98
373 188 77
334 93 21
46 86 76
347 364 96
14 287 99
105 380 26
48 302 15
470 146 8
80 205 27
335 321 91
71 420 77
42 167 10
469 457 25
435 267 18
72 141 93
301 174 88
44 106 23
69 164 50
332 53 27
200 178 56
253 331 1
274 178 45
417 345 71
246 40 49
128 114 89
388 379 77
62 213 54
476 232 44
144 39 69
421 2 45
447 87 37
17 224 23
215 151 13
94 350 10
247 411 25
50 215 54
131 473 27
335 443 32
474 104 58
152 280 98
444 466 46
122 241 64
405 315 68
489 254 80
181 137 70
281 345 79
481 340 36
168 89 38
358 173 22
91 460 36
317 431 57
97 376 98
285 144 80
263 106 91
355 405 21
162 430 12
365 409 79
404 51 38
480 144 92
112 448 25
32 354 31
357 182 58
25 443 12
250 384 10
108 328 34
152 3 80
410 196 51
219 47 47
12 388 8
323 144 69
323 293 55
443 97 42
486 3 60
122 260 28
330 146 94
282 322 68
433 262 37
48 158 46
75 393 63
261 190 10
190 416 76
424 289 25
92 474 57
162 370 40
291 220 91
324 390 90
425 123 3
253 42 4
399 23 56
246 260 84
104 377 46
292 298 23
486 427 41
109 56 51
70 393 82
461 116 18
105 383 72
379 240 22
269 349 48
471 457 98
391 128 40
332 153 34
66 194 41
341 285 29
370 164 21
90 85 39
436 376 28
464 186 81
472 450 53
287 304 69
47 446 27
131 373 48
463 370 60
317 52 15
375 460 71
396 179 72
172 135 23
425 152 60
152 178 73
364 282 16
105 303 33
220 89 20
47 471 90
120 415 40
478 214 22
82 44 93
67 471 67
140 421 73
213 12 77
205 76 100
38 391 38
198 349 77
234 437 77
438 248 31
340 475 54
77 69 14
245 383 18
267 110 62
190 441 53
463 371 29
159 139 30
30 418 41
80 97 59
497 190 47
441 0 82
162 361 88
45 193 88
382 176 48
56 338 82
416 346 19
224 336 15
396 339 13
195 134 4
440 200 65
319 270 3
339 279 61
387 296 22
414 43 36
208 415 14
346 305 39
156 386 80
272 25 83
168 93 77
223 138 18
213 316 21
218 144 23
69 48 8
188 43 77
1 82 30
182 405 96
140 169 9
277 472 46
190 108 52
114 56 69
59 271 21
406 433 67
488 245 12
227 356 19
433 292 43
253 12 69
419 411 29
343 380 63
316 139 37
48 165 14
33 4 57
355 395 74
473 75 5
33 277 17
399 212 9
184 484 48
68 467 97
195 342 76
466 34 39
290 349 89
50 496 91
251 124 38
422 335 27
387 414 83
115 105 68
384 28 15
480 81 38
353 455 37
141 46 69
192 22 74
181 1 87
350 115 15
396 213 55
299 10 73
308 19 67
92 252 48
381 109 52
329 468 56
81 44 68
254 336 77
461 260 78
196 325 28
336 365 87
214 423 17
342 393 57
84 350 42
416 25 39
421 95 32
400 32 30
332 470 57
108 423 2
21 181 36
278 47 58
222 56 33
496 80 86
106 137 98
125 173 5
182 77 35
366 86 50
53 188 69
495 49 95
261 245 7
360 239 71
146 78 80
282 133 10
121 233 56
170 271 62
164 227 11
308 157 55
70 267 87
233 243 11
4 152 49
58 28 3
20 29 94
39 68 67
11 35 77
232 433 14
386 413 83
251 145 4
252 41 44
27 438 18
31 343 46
117 335 86
262 300 18
451 322 57
404 46 31
118 110 48
494 301 94
389 198 49
19 52 70
265 222 89
58 207 32
257 472 14
15 51 2
486 400 20
475 305 48
469 432 6
429 102 97
221 476 54
161 107 5
477 347 45
239 258 83
416 18 2
341 327 23
136 437 64
96 371 76
14 73 65
203 241 31
372 210 60
272 70 8
15 355 85
326 281 34
62 101 68
386 119 66
365 343 87
181 292 37
469 74 57
376 141 68
357 381 64
88 290 13
347 139 30
270 255 39
59 408 100
124 65 74
403 346 11
487 303 79
364 262 55
252 389 14
234 294 31
321 57 51
50 488 6
130 85 4
94 391 85
289 153 100
46 304 70
170 466 14
402 140 49
352 113 43
306 142 15
378 427 25
127 156 36
397 51 8
342 472 68
342 439 88
392 337 78
156 340 77
121 482 48
386 291 33
448 42 28
358 102 76
29 41 18
415 488 99
136 447 13
75 264 10
320 262 22
399 494 80
281 144 23
453 139 14
322 360 62
10 401 55
405 334 24
295 318 74
315 104 8
362 384 90
442 330 75
195 39 25
243 210 37
166 331 95
249 345 61
137 329 70
454 445 44
303 402 41
235 400 96
34 393 100
362 118 70
204 3 11
118 242 94
184 361 63
191 158 2
77 498 44
359 3 96
7 164 51
61 498 77
31 252 49
396 212 22
454 109 24
330 257 15
299 66 88
7 201 75
168 75 63
115 446 22
424 265 98
277 422 46
358 453 75
386 351 100
370 414 10
153 347 32
386 192 32
338 450 56
18 84 6
48 467 65
93 369 25
246 15 42
232 174 18
402 229 62
423 194 33
404 202 87
25 90 98
223 15 45
297 457 61
349 68 44
482 373 79
184 44 68
351 472 57
34 289 39
453 201 7
330 288 93
227 316 32
403 417 9
339 73 80
261 153 23
85 80 14
377 324 11
282 169 97
298 273 77
67 274 49
194 398 7
195 465 4
223 383 11
454 273 20
204 305 4
352 349 90
140 48 25
354 111 17
150 463 37
284 258 91
294 192 58
27 158 73
152 121 71
452 223 90
232 186 43
480 494 39
319 255 63
488 411 35
362 465 1
230 257 89
201 236 87
308 248 89
139 320 49
135 51 59
146 489 21
209 278 55
155 301 37
488 118 82
22 134 29
477 398 53
494 346 1
380 258 45
356 365 85
423 286 68
340 217 36
403 118 92
261 120 47
307 384 92
20 179 61
187 273 34
287 130 78
86 135 62
133 120 82
315 113 65
77 238 15
258 30 31
212 57 60
142 315 8
451 16 46
485 402 90
33 443 86
451 204 9
144 265 45
125 224 42
442 436 27
296 300 4
303 78 74
463 391 37
169 485 3
108 152 1
259 313 1
65 314 9
190 371 33
142 311 78
195 308 65
43 221 74
36 370 76
200 154 46
341 210 30
485 167 75
17 287 37
368 161 94
264 60 17
236 325 11
153 494 76
423 129 65
281 241 53
82 328 44
468 482 75
8 347 92
319 99 54
287 92 58
337 337 75
79 248 91
475 187 97
62 280 43
372 108 75
244 221 88
363 395 37
463 222 6
11 183 8
234 195 17
444 91 93
164 192 67
452 482 70
306 454 92
87 198 19
119 221 35
131 361 37
457 433 16
492 39 22
430 461 81
187 194 72
250 478 39
73 108 29
216 260 16
364 285 71
454 145 85
454 126 62
456 44 86
264 319 45
141 228 31
383 155 26
328 118 98
58 412 40
438 98 40
468 402 3
58 95 72
416 40 29
218 461 81
237 474 37
263 27 11
173 389 28
394 442 56
0 342 22
20 469 28
464 120 85
263 383 48
264 463 72
75 56 69
149 174 89
156 473 11
137 431 33
118 39 31
9 2 51
107 211 33
479 119 58
159 128 47
305 85 28
313 407 85
401 390 87
77 234 45
495 17 46
88 341 94
37 81 35
358 176 43
308 347 10
267 318 68
109 370 75
115 250 68
431 276 24
